ID,DataRow ID,Label,External ID,Dataset Name,class
cjrk8khqwmk570b47b5695oo9,cjrk80xkefckc0anvj97ptkmi,"{""Person"":[{""geometry"":[{""x"":209,""y"":125},{""x"":209,""y"":153},{""x"":195,""y"":153},{""x"":195,""y"":125}]},{""geometry"":[{""x"":307,""y"":89},{""x"":307,""y"":115},{""x"":295,""y"":115},{""x"":295,""y"":89}]},{""geometry"":[{""x"":287,""y"":1},{""x"":287,""y"":25},{""x"":274,""y"":25},{""x"":274,""y"":1}]},{""geometry"":[{""x"":259,""y"":66},{""x"":259,""y"":42},{""x"":248,""y"":42},{""x"":248,""y"":66}]},{""geometry"":[{""x"":267,""y"":61},{""x"":267,""y"":40},{""x"":278,""y"":40},{""x"":278,""y"":61}]}]}",img_00014.bmp,p02,pedestrian
cjrk8m0ifmmmn0b47u50ssmjp,cjrk80xkefckg0anvt8nlr9uq,"{""Person"":[{""geometry"":[{""x"":159,""y"":173},{""x"":159,""y"":144},{""x"":146,""y"":144},{""x"":146,""y"":173}]},{""geometry"":[{""x"":268,""y"":130},{""x"":268,""y"":104},{""x"":253,""y"":104},{""x"":253,""y"":130}]},{""geometry"":[{""x"":240,""y"":90},{""x"":240,""y"":67},{""x"":252,""y"":67},{""x"":252,""y"":90}]},{""geometry"":[{""x"":271,""y"":23},{""x"":271,""y"":49},{""x"":283,""y"":49},{""x"":283,""y"":23}]}]}",img_00015.bmp,p02,pedestrian
cjrk8mnhcmva408985usb4aub,cjrk80xkefckk0anve15fsofe,"{""Person"":[{""geometry"":[{""x"":126,""y"":150},{""x"":126,""y"":181},{""x"":142,""y"":181},{""x"":142,""y"":150}]},{""geometry"":[{""x"":247,""y"":137},{""x"":247,""y"":111},{""x"":233,""y"":111},{""x"":233,""y"":137}]},{""geometry"":[{""x"":247,""y"":101},{""x"":247,""y"":75},{""x"":234,""y"":75},{""x"":234,""y"":101}]},{""geometry"":[{""x"":285,""y"":42},{""x"":285,""y"":19},{""x"":271,""y"":19},{""x"":271,""y"":42}]}]}",img_00016.bmp,p02,pedestrian
cjrk8nbjamwkg0898af1zv7q9,cjrk80xkefcko0anvb75dta9j,"{""Person"":[{""geometry"":[{""x"":126,""y"":192},{""x"":126,""y"":158},{""x"":104,""y"":158},{""x"":104,""y"":192}]},{""geometry"":[{""x"":217,""y"":143},{""x"":217,""y"":117},{""x"":228,""y"":117},{""x"":228,""y"":143}]},{""geometry"":[{""x"":242,""y"":107},{""x"":242,""y"":83},{""x"":228,""y"":83},{""x"":228,""y"":107}]},{""geometry"":[{""x"":289,""y"":39},{""x"":289,""y"":15},{""x"":273,""y"":15},{""x"":273,""y"":39}]}]}",img_00017.bmp,p02,pedestrian
cjrk8nuy2mpy00b47prll87dk,cjrk80xkefcks0anv5bztlb1g,"{""Person"":[{""geometry"":[{""x"":68,""y"":167},{""x"":68,""y"":196},{""x"":83,""y"":196},{""x"":83,""y"":167}]},{""geometry"":[{""x"":207,""y"":150},{""x"":207,""y"":125},{""x"":190,""y"":125},{""x"":190,""y"":150}]},{""geometry"":[{""x"":230,""y"":123},{""x"":230,""y"":97},{""x"":215,""y"":97},{""x"":215,""y"":123}]},{""geometry"":[{""x"":290,""y"":31},{""x"":290,""y"":7},{""x"":275,""y"":7},{""x"":275,""y"":31}]}]}",img_00018.bmp,p02,pedestrian
cjrk9bhqdo0qy0898u5ywo40m,cjrk80xkefckw0anvp208koxk,"{""Person"":[{""geometry"":[{""x"":41,""y"":170},{""x"":41,""y"":203},{""x"":61,""y"":203},{""x"":61,""y"":170}]},{""geometry"":[{""x"":192,""y"":159},{""x"":192,""y"":131},{""x"":173,""y"":131},{""x"":173,""y"":159}]},{""geometry"":[{""x"":223,""y"":132},{""x"":223,""y"":104},{""x"":208,""y"":104},{""x"":208,""y"":132}]},{""geometry"":[{""x"":292,""y"":28},{""x"":292,""y"":2},{""x"":278,""y"":2},{""x"":278,""y"":28}]}]}",img_00019.bmp,p02,pedestrian
cjrk9c6pyo1z508985632nt8f,cjrk80xkefcl00anvsavps9nq,"{""Person"":[{""geometry"":[{""x"":30,""y"":172},{""x"":30,""y"":201},{""x"":50,""y"":201},{""x"":50,""y"":172}]},{""geometry"":[{""x"":184,""y"":163},{""x"":184,""y"":136},{""x"":165,""y"":136},{""x"":165,""y"":163}]},{""geometry"":[{""x"":217,""y"":137},{""x"":217,""y"":109},{""x"":203,""y"":109},{""x"":203,""y"":137}]},{""geometry"":[{""x"":280,""y"":1},{""x"":280,""y"":24},{""x"":290,""y"":24},{""x"":290,""y"":1}]}]}",img_00020.bmp,p02,pedestrian
cjrk9cukno38908981a4r8jf5,cjrk80xkefcl40anvr998950k,"{""Person"":[{""geometry"":[{""x"":114,""y"":184},{""x"":114,""y"":159},{""x"":97,""y"":159},{""x"":97,""y"":184}]},{""geometry"":[{""x"":164,""y"":167},{""x"":164,""y"":141},{""x"":151,""y"":141},{""x"":151,""y"":167}]}]}",img_00021.bmp,p02,pedestrian
cjrk9d8tbnwb10b47qk3e28q9,cjrk80xkefcl80anvwxhld0bu,"{""Person"":[{""geometry"":[{""x"":12,""y"":172},{""x"":12,""y"":199},{""x"":32,""y"":199},{""x"":32,""y"":172}]},{""geometry"":[{""x"":91,""y"":196},{""x"":91,""y"":167},{""x"":75,""y"":167},{""x"":75,""y"":196}]},{""geometry"":[{""x"":12,""y"":21},{""x"":12,""y"":1},{""x"":23,""y"":1},{""x"":23,""y"":21}]}]}",img_00022.bmp,p02,pedestrian
cjrk9dm8io4oa08983u9ks0vm,cjrk80xkefclc0anv3vkdhb9x,"{""Person"":[{""geometry"":[{""x"":26,""y"":23},{""x"":26,""y"":1},{""x"":9,""y"":1},{""x"":9,""y"":23}]},{""geometry"":[{""x"":6,""y"":202},{""x"":6,""y"":171},{""x"":22,""y"":171},{""x"":22,""y"":202}]},{""geometry"":[{""x"":69,""y"":196},{""x"":69,""y"":167},{""x"":84,""y"":167},{""x"":84,""y"":196}]}]}",img_00023.bmp,p02,pedestrian
cjrk9dyflnxo60b47huu1tbxi,cjrk80xkefclg0anvkivjsust,"{""Person"":[{""geometry"":[{""x"":12,""y"":27},{""x"":12,""y"":7},{""x"":24,""y"":7},{""x"":24,""y"":27}]},{""geometry"":[{""x"":35,""y"":202},{""x"":35,""y"":172},{""x"":55,""y"":172},{""x"":55,""y"":202}]}]}",img_00024.bmp,p02,pedestrian
cjrk9e96wnyl60b47qx4hv7a3,cjrk80xkefclk0anvxlrg9kml,"{""Person"":[{""geometry"":[{""x"":11,""y"":38},{""x"":11,""y"":13},{""x"":23,""y"":13},{""x"":23,""y"":38}]},{""geometry"":[{""x"":26,""y"":200},{""x"":26,""y"":172},{""x"":7,""y"":172},{""x"":7,""y"":200}]}]}",img_00025.bmp,p02,pedestrian
cjrk9egefo6ob0898cvvxkaoj,cjrk80xkefclo0anvvn22esq8,"{""Person"":[{""geometry"":[{""x"":11,""y"":54},{""x"":11,""y"":29},{""x"":22,""y"":29},{""x"":22,""y"":54}]}]}",img_00026.bmp,p02,pedestrian
cjrk9en1onzdr0b470oem0zq2,cjrk80xkefcls0anvnrzn3yod,"{""Person"":[{""geometry"":[{""x"":15,""y"":31},{""x"":15,""y"":6},{""x"":0,""y"":6},{""x"":0,""y"":31}]}]}",img_00027.bmp,p02,pedestrian
cjrk9f06po07s0b47tyhahe80,cjrk80xkefclw0anvbagvtj95,"{""Person"":[{""geometry"":[{""x"":21,""y"":58},{""x"":21,""y"":31},{""x"":4,""y"":31},{""x"":4,""y"":58}]}]}",img_00028.bmp,p02,pedestrian
cjrk9ftm1o92n089810xpu20v,cjrk86pzwfcm00anvk7mclart,"{""Person"":[{""geometry"":[{""x"":287,""y"":26},{""x"":287,""y"":49},{""x"":274,""y"":49},{""x"":274,""y"":26}]},{""geometry"":[{""x"":234,""y"":53},{""x"":234,""y"":72},{""x"":247,""y"":72},{""x"":247,""y"":53}]},{""geometry"":[{""x"":232,""y"":99},{""x"":232,""y"":74},{""x"":244,""y"":74},{""x"":244,""y"":99}]},{""geometry"":[{""x"":255,""y"":103},{""x"":255,""y"":75},{""x"":244,""y"":75},{""x"":244,""y"":103}]}]}",img_00001.bmp,p02,pedestrian
cjrk9givdo2vx0b47gctmz5jo,cjrk86pzwfcm40anvvl38mxp0,"{""Person"":[{""geometry"":[{""x"":223,""y"":102},{""x"":223,""y"":76},{""x"":232,""y"":76},{""x"":232,""y"":102}]},{""geometry"":[{""x"":261,""y"":3},{""x"":261,""y"":25},{""x"":271,""y"":25},{""x"":271,""y"":3}]},{""geometry"":[{""x"":292,""y"":29},{""x"":292,""y"":6},{""x"":280,""y"":6},{""x"":280,""y"":29}]},{""geometry"":[{""x"":246,""y"":48},{""x"":246,""y"":76},{""x"":259,""y"":76},{""x"":259,""y"":48}]},{""geometry"":[{""x"":271,""y"":52},{""x"":271,""y"":82},{""x"":258,""y"":82},{""x"":258,""y"":52}]}]}",img_00002.bmp,p02,pedestrian
cjrk9h803o44z0b47yprlx5ac,cjrk86pzwfcm80anvmseytpkx,"{""Person"":[{""geometry"":[{""x"":19,""y"":182},{""x"":19,""y"":208},{""x"":6,""y"":208},{""x"":6,""y"":182}]},{""geometry"":[{""x"":233,""y"":82},{""x"":233,""y"":108},{""x"":220,""y"":108},{""x"":220,""y"":82}]},{""geometry"":[{""x"":271,""y"":7},{""x"":271,""y"":31},{""x"":260,""y"":31},{""x"":260,""y"":7}]},{""geometry"":[{""x"":293,""y"":25},{""x"":293,""y"":2},{""x"":282,""y"":2},{""x"":282,""y"":25}]},{""geometry"":[{""x"":264,""y"":40},{""x"":264,""y"":70},{""x"":251,""y"":70},{""x"":251,""y"":40}]},{""geometry"":[{""x"":277,""y"":47},{""x"":277,""y"":75},{""x"":263,""y"":75},{""x"":263,""y"":47}]}]}",img_00003.bmp,p02,pedestrian
cjrk9hzrvod3a0898utqxn92m,cjrk86pzwfcmc0anveczvnwnt,"{""Person"":[{""geometry"":[{""x"":138,""y"":180},{""x"":138,""y"":211},{""x"":123,""y"":211},{""x"":123,""y"":180}]},{""geometry"":[{""x"":203,""y"":118},{""x"":203,""y"":148},{""x"":190,""y"":148},{""x"":190,""y"":118}]},{""geometry"":[{""x"":258,""y"":35},{""x"":258,""y"":58},{""x"":243,""y"":58},{""x"":243,""y"":35}]},{""geometry"":[{""x"":263,""y"":12},{""x"":263,""y"":39},{""x"":275,""y"":39},{""x"":275,""y"":12}]},{""geometry"":[{""x"":288,""y"":17},{""x"":288,""y"":42},{""x"":275,""y"":42},{""x"":275,""y"":17}]}]}",img_00004.bmp,p02,pedestrian
cjrk9j27ao9xp0b47gga6xw6p,cjrk86pzwfcmg0anvgixvle25,"{""Person"":[{""geometry"":[{""x"":230,""y"":82},{""x"":230,""y"":109},{""x"":218,""y"":109},{""x"":218,""y"":82}]},{""geometry"":[{""x"":319,""y"":175},{""x"":319,""y"":203},{""x"":300,""y"":203},{""x"":300,""y"":175}]},{""geometry"":[{""x"":123,""y"":153},{""x"":123,""y"":182},{""x"":108,""y"":182},{""x"":108,""y"":153}]},{""geometry"":[{""x"":115,""y"":188},{""x"":115,""y"":219},{""x"":127,""y"":219},{""x"":127,""y"":188}]},{""geometry"":[{""x"":167,""y"":180},{""x"":167,""y"":211},{""x"":152,""y"":211},{""x"":152,""y"":180}]}]}",img_00005.bmp,p02,pedestrian
cjrk9kaa2obrt0b47zggr24cc,cjrk86pzwfcmk0anvjtkwetx4,"{""Person"":[{""geometry"":[{""x"":114,""y"":202},{""x"":114,""y"":233},{""x"":100,""y"":233},{""x"":100,""y"":202}]},{""geometry"":[{""x"":151,""y"":173},{""x"":151,""y"":145},{""x"":131,""y"":145},{""x"":131,""y"":173}]},{""geometry"":[{""x"":181,""y"":170},{""x"":181,""y"":202},{""x"":164,""y"":202},{""x"":164,""y"":170}]},{""geometry"":[{""x"":224,""y"":92},{""x"":224,""y"":121},{""x"":210,""y"":121},{""x"":210,""y"":92}]},{""geometry"":[{""x"":346,""y"":172},{""x"":346,""y"":201},{""x"":328,""y"":201},{""x"":328,""y"":172}]}]}",img_00006.bmp,p02,pedestrian
cjrk9kz7zod3e0b47mp6yo6j2,cjrk86pzwfcmo0anvapl6mha8,"{""Person"":[{""geometry"":[{""x"":187,""y"":119},{""x"":187,""y"":149},{""x"":173,""y"":149},{""x"":173,""y"":119}]},{""geometry"":[{""x"":210,""y"":141},{""x"":210,""y"":169},{""x"":194,""y"":169},{""x"":194,""y"":141}]},{""geometry"":[{""x"":208,""y"":118},{""x"":208,""y"":141},{""x"":190,""y"":141},{""x"":190,""y"":118}]}]}",img_00007.bmp,p02,pedestrian
cjrk9lki3oe0o0b47yb3gms8z,cjrk86pzwfcms0anvynhxtri0,"{""Person"":[{""geometry"":[{""x"":154,""y"":130},{""x"":154,""y"":161},{""x"":170,""y"":161},{""x"":170,""y"":130}]},{""geometry"":[{""x"":217,""y"":128},{""x"":217,""y"":160},{""x"":203,""y"":160},{""x"":203,""y"":128}]},{""geometry"":[{""x"":218,""y"":105},{""x"":218,""y"":130},{""x"":201,""y"":130},{""x"":201,""y"":105}]}]}",img_00008.bmp,p02,pedestrian
cjrk9m40aof610b47ockwgtvv,cjrk86pzxfcmw0anvervg6dvy,"{""Person"":[{""geometry"":[{""x"":155,""y"":140},{""x"":155,""y"":170},{""x"":140,""y"":170},{""x"":140,""y"":140}]},{""geometry"":[{""x"":225,""y"":118},{""x"":225,""y"":147},{""x"":211,""y"":147},{""x"":211,""y"":118}]},{""geometry"":[{""x"":228,""y"":94},{""x"":228,""y"":119},{""x"":213,""y"":119},{""x"":213,""y"":94}]}]}",img_00009.bmp,p02,pedestrian
cjrk9mk02ooh608980l47ekoa,cjrk86pzxfcn00anvtdxhoiul,"{""Person"":[{""geometry"":[{""x"":122,""y"":153},{""x"":122,""y"":185},{""x"":106,""y"":185},{""x"":106,""y"":153}]},{""geometry"":[{""x"":235,""y"":104},{""x"":235,""y"":131},{""x"":219,""y"":131},{""x"":219,""y"":104}]},{""geometry"":[{""x"":238,""y"":77},{""x"":238,""y"":102},{""x"":223,""y"":102},{""x"":223,""y"":77}]}]}",img_00010.bmp,p02,pedestrian
cjrk9n4agophn0898z44i7rbm,cjrk86pzxfcn40anv4tthd5qt,"{""Person"":[{""geometry"":[{""x"":80,""y"":168},{""x"":80,""y"":199},{""x"":65,""y"":199},{""x"":65,""y"":168}]},{""geometry"":[{""x"":246,""y"":89},{""x"":246,""y"":115},{""x"":231,""y"":115},{""x"":231,""y"":89}]},{""geometry"":[{""x"":254,""y"":61},{""x"":254,""y"":87},{""x"":239,""y"":87},{""x"":239,""y"":61}]},{""geometry"":[{""x"":338,""y"":106},{""x"":338,""y"":78},{""x"":353,""y"":78},{""x"":353,""y"":106}]}]}",img_00011.bmp,p02,pedestrian
cjrk9nsrioi560b47y9dji03i,cjrk86pzxfcn80anve6fgl0me,"{""Person"":[{""geometry"":[{""x"":24,""y"":214},{""x"":24,""y"":184},{""x"":3,""y"":184},{""x"":3,""y"":214}]},{""geometry"":[{""x"":307,""y"":118},{""x"":307,""y"":91},{""x"":294,""y"":91},{""x"":294,""y"":118}]},{""geometry"":[{""x"":246,""y"":100},{""x"":246,""y"":72},{""x"":259,""y"":72},{""x"":259,""y"":100}]},{""geometry"":[{""x"":268,""y"":68},{""x"":268,""y"":42},{""x"":256,""y"":42},{""x"":256,""y"":68}]},{""geometry"":[{""x"":277,""y"":22},{""x"":277,""y"":0},{""x"":266,""y"":0},{""x"":266,""y"":22}]}]}",img_00012.bmp,p02,pedestrian
cjrk9osv1onzz0b470t5lmtil,cjrk86pzxfcnc0anvwra5jhn0,"{""Person"":[{""geometry"":[{""x"":249,""y"":109},{""x"":249,""y"":140},{""x"":233,""y"":140},{""x"":233,""y"":109}]},{""geometry"":[{""x"":272,""y"":76},{""x"":272,""y"":53},{""x"":259,""y"":53},{""x"":259,""y"":76}]},{""geometry"":[{""x"":267,""y"":24},{""x"":267,""y"":47},{""x"":254,""y"":47},{""x"":254,""y"":24}]},{""geometry"":[{""x"":282,""y"":42},{""x"":282,""y"":18},{""x"":270,""y"":18},{""x"":270,""y"":42}]},{""geometry"":[{""x"":347,""y"":100},{""x"":347,""y"":77},{""x"":333,""y"":77},{""x"":333,""y"":100}]}]}",img_00013.bmp,p02,pedestrian
cjrk9pk2toxtv0898awp9pvik,cjrk86pzxfcng0anvttacrfrq,"{""Person"":[{""geometry"":[{""x"":212,""y"":125},{""x"":212,""y"":155},{""x"":196,""y"":155},{""x"":196,""y"":125}]},{""geometry"":[{""x"":307,""y"":114},{""x"":307,""y"":89},{""x"":292,""y"":89},{""x"":292,""y"":114}]},{""geometry"":[{""x"":246,""y"":65},{""x"":246,""y"":43},{""x"":260,""y"":43},{""x"":260,""y"":65}]},{""geometry"":[{""x"":268,""y"":62},{""x"":268,""y"":40},{""x"":279,""y"":40},{""x"":279,""y"":62}]},{""geometry"":[{""x"":275,""y"":23},{""x"":275,""y"":1},{""x"":286,""y"":1},{""x"":286,""y"":23}]}]}",img_00014.bmp,p02,pedestrian
cjrk9q7vdoq690b47168vp694,cjrk86pzxfcnk0anve2lu8ssw,"{""Person"":[{""geometry"":[{""x"":145,""y"":171},{""x"":145,""y"":145},{""x"":159,""y"":145},{""x"":159,""y"":171}]},{""geometry"":[{""x"":253,""y"":130},{""x"":253,""y"":105},{""x"":266,""y"":105},{""x"":266,""y"":130}]},{""geometry"":[{""x"":240,""y"":89},{""x"":240,""y"":66},{""x"":252,""y"":66},{""x"":252,""y"":89}]},{""geometry"":[{""x"":270,""y"":48},{""x"":270,""y"":25},{""x"":283,""y"":25},{""x"":283,""y"":48}]}]}",img_00015.bmp,p02,pedestrian
cjrk9v38n0c1w0801dceben64,cjrk86pzxfcno0anvmypofkr5,"{""Person"":[{""geometry"":[{""x"":126,""y"":180},{""x"":126,""y"":152},{""x"":144,""y"":152},{""x"":144,""y"":180}]},{""geometry"":[{""x"":233,""y"":137},{""x"":233,""y"":112},{""x"":249,""y"":112},{""x"":249,""y"":137}]},{""geometry"":[{""x"":247,""y"":75},{""x"":247,""y"":99},{""x"":231,""y"":99},{""x"":231,""y"":75}]},{""geometry"":[{""x"":286,""y"":19},{""x"":286,""y"":43},{""x"":270,""y"":43},{""x"":270,""y"":19}]}]}",img_00016.bmp,p02,pedestrian
cjrk9w47zp5ps0b47bjmda5j8,cjrk86pzxfcns0anvsl9f2w6w,"{""Person"":[{""geometry"":[{""x"":122,""y"":158},{""x"":122,""y"":190},{""x"":105,""y"":190},{""x"":105,""y"":158}]},{""geometry"":[{""x"":231,""y"":116},{""x"":231,""y"":143},{""x"":218,""y"":143},{""x"":218,""y"":116}]},{""geometry"":[{""x"":240,""y"":84},{""x"":240,""y"":109},{""x"":227,""y"":109},{""x"":227,""y"":84}]},{""geometry"":[{""x"":288,""y"":15},{""x"":288,""y"":40},{""x"":273,""y"":40},{""x"":273,""y"":15}]}]}",img_00017.bmp,p02,pedestrian
cjrk9x8wbp79z0b47juh3lsmz,cjrk86pzxfcnw0anv1f2zu94i,"{""Person"":[{""geometry"":[{""x"":85,""y"":165},{""x"":85,""y"":198},{""x"":69,""y"":198},{""x"":69,""y"":165}]},{""geometry"":[{""x"":206,""y"":123},{""x"":206,""y"":151},{""x"":191,""y"":151},{""x"":191,""y"":123}]},{""geometry"":[{""x"":233,""y"":97},{""x"":233,""y"":124},{""x"":217,""y"":124},{""x"":217,""y"":97}]},{""geometry"":[{""x"":291,""y"":6},{""x"":291,""y"":32},{""x"":275,""y"":32},{""x"":275,""y"":6}]}]}",img_00018.bmp,p02,pedestrian
cjrk9xt7g02i008741p4ib52w,cjrk86pzxfco00anv9wrkawjv,"{""Person"":[{""geometry"":[{""x"":62,""y"":170},{""x"":62,""y"":201},{""x"":43,""y"":201},{""x"":43,""y"":170}]},{""geometry"":[{""x"":190,""y"":131},{""x"":190,""y"":158},{""x"":175,""y"":158},{""x"":175,""y"":131}]},{""geometry"":[{""x"":224,""y"":106},{""x"":224,""y"":132},{""x"":204,""y"":132},{""x"":204,""y"":106}]},{""geometry"":[{""x"":293,""y"":3},{""x"":293,""y"":27},{""x"":280,""y"":27},{""x"":280,""y"":3}]}]}",img_00019.bmp,p02,pedestrian
cjrk9yd16p99k0b47wt0bg3ie,cjrk86pzxfco40anvsf61aqip,"{""Person"":[{""geometry"":[{""x"":49,""y"":172},{""x"":49,""y"":201},{""x"":31,""y"":201},{""x"":31,""y"":172}]},{""geometry"":[{""x"":181,""y"":134},{""x"":181,""y"":162},{""x"":166,""y"":162},{""x"":166,""y"":134}]},{""geometry"":[{""x"":219,""y"":109},{""x"":219,""y"":139},{""x"":203,""y"":139},{""x"":203,""y"":109}]},{""geometry"":[{""x"":292,""y"":24},{""x"":292,""y"":1},{""x"":279,""y"":1},{""x"":279,""y"":24}]}]}",img_00020.bmp,p02,pedestrian
cjrk9ypvu0hfk0801ft8hbn0z,cjrk86pzxfco80anv9q2p8pb4,"{""Person"":[{""geometry"":[{""x"":113,""y"":155},{""x"":113,""y"":186},{""x"":95,""y"":186},{""x"":95,""y"":155}]},{""geometry"":[{""x"":164,""y"":140},{""x"":164,""y"":168},{""x"":150,""y"":168},{""x"":150,""y"":140}]}]}",img_00021.bmp,p02,pedestrian
cjrk9zc9s0hux08014wm5lr3k,cjrk86pzxfcoc0anv0l0tn0tz,"{""Person"":[{""geometry"":[{""x"":26,""y"":172},{""x"":26,""y"":200},{""x"":14,""y"":200},{""x"":14,""y"":172}]},{""geometry"":[{""x"":89,""y"":167},{""x"":89,""y"":195},{""x"":76,""y"":195},{""x"":76,""y"":167}]},{""geometry"":[{""x"":23,""y"":23},{""x"":23,""y"":0},{""x"":10,""y"":0},{""x"":10,""y"":23}]}]}",img_00022.bmp,p02,pedestrian
cjrk9zrm8pabo0b475q4y7cll,cjrk86pzxfcog0anv8qggzbii,"{""Person"":[{""geometry"":[{""x"":24,""y"":24},{""x"":9,""y"":24},{""x"":9,""y"":1},{""x"":24,""y"":1}]},{""geometry"":[{""x"":24,""y"":172},{""x"":24,""y"":204},{""x"":6,""y"":204},{""x"":6,""y"":172}]},{""geometry"":[{""x"":69,""y"":169},{""x"":69,""y"":198},{""x"":86,""y"":198},{""x"":86,""y"":169}]}]}",img_00023.bmp,p02,pedestrian
cjrka023spiir08987jtkr8li,cjrk86pzxfcok0anvdke832ls,"{""Person"":[{""geometry"":[{""x"":22,""y"":6},{""x"":22,""y"":30},{""x"":11,""y"":30},{""x"":11,""y"":6}]},{""geometry"":[{""x"":56,""y"":171},{""x"":56,""y"":201},{""x"":37,""y"":201},{""x"":37,""y"":171}]}]}",img_00024.bmp,p02,pedestrian
cjrka0huupan80b47x7k4tnxj,cjrk86pzxfcoo0anv4mxv1ah7,"{""Person"":[{""geometry"":[{""x"":22,""y"":13},{""x"":22,""y"":39},{""x"":10,""y"":39},{""x"":10,""y"":13}]},{""geometry"":[{""x"":6,""y"":173},{""x"":6,""y"":201},{""x"":24,""y"":201},{""x"":24,""y"":173}]}]}",img_00025.bmp,p02,pedestrian
cjrka0nz20iio0801qslsu3k4,cjrk86pzxfcos0anv02tfh9ac,"{""Person"":[{""geometry"":[{""x"":24,""y"":29},{""x"":24,""y"":54},{""x"":10,""y"":54},{""x"":10,""y"":29}]}]}",img_00026.bmp,p02,pedestrian
cjrka0uol04rz0874a9ut9ay7,cjrk86pzxfcow0anvqnbcnzsh,"{""Person"":[{""geometry"":[{""x"":15,""y"":5},{""x"":15,""y"":34},{""x"":2,""y"":34},{""x"":2,""y"":5}]}]}",img_00027.bmp,p02,pedestrian
cjrka11t20ipq08014g3epy2v,cjrk86pzxfcp00anv7crw39lu,"{""Person"":[{""geometry"":[{""x"":20,""y"":29},{""x"":20,""y"":59},{""x"":5,""y"":59},{""x"":5,""y"":29}]}]}",img_00028.bmp,p02,pedestrian
cjrllirzimt820898kqe2ntw0,cjrllezuwis740anv6ha4if66,"{""Person"":[{""geometry"":[{""x"":13,""y"":12},{""x"":13,""y"":42},{""x"":28,""y"":42},{""x"":28,""y"":12}]},{""geometry"":[{""x"":43,""y"":14},{""x"":43,""y"":42},{""x"":30,""y"":42},{""x"":30,""y"":14}]},{""geometry"":[{""x"":9,""y"":43},{""x"":9,""y"":72},{""x"":20,""y"":72},{""x"":20,""y"":43}]},{""geometry"":[{""x"":30,""y"":53},{""x"":30,""y"":80},{""x"":17,""y"":80},{""x"":17,""y"":53}]},{""geometry"":[{""x"":46,""y"":53},{""x"":46,""y"":81},{""x"":33,""y"":81},{""x"":33,""y"":53}]},{""geometry"":[{""x"":71,""y"":199},{""x"":71,""y"":232},{""x"":93,""y"":232},{""x"":93,""y"":199}]},{""geometry"":[{""x"":129,""y"":178},{""x"":129,""y"":212},{""x"":146,""y"":212},{""x"":146,""y"":178}]},{""geometry"":[{""x"":203,""y"":143},{""x"":203,""y"":113},{""x"":189,""y"":113},{""x"":189,""y"":143}]}],""image_problems"":[""blur"",""pixelated""]}",img_00001.bmp,p06,pedestrian
cjrlllf1jmv1q0898p6anq9oy,cjrllezuwis780anvy28tqy11,"{""Person"":[{""geometry"":[{""x"":35,""y"":193},{""x"":35,""y"":226},{""x"":59,""y"":226},{""x"":59,""y"":193}]},{""geometry"":[{""x"":136,""y"":162},{""x"":136,""y"":199},{""x"":120,""y"":199},{""x"":120,""y"":162}]},{""geometry"":[{""x"":196,""y"":120},{""x"":196,""y"":155},{""x"":180,""y"":155},{""x"":180,""y"":120}]},{""geometry"":[{""x"":50,""y"":73},{""x"":50,""y"":43},{""x"":34,""y"":43},{""x"":34,""y"":73}]},{""geometry"":[{""x"":19,""y"":71},{""x"":19,""y"":47},{""x"":34,""y"":47},{""x"":34,""y"":71}]},{""geometry"":[{""x"":11,""y"":29},{""x"":11,""y"":54},{""x"":23,""y"":54},{""x"":23,""y"":29}]},{""geometry"":[{""x"":41,""y"":10},{""x"":41,""y"":35},{""x"":28,""y"":35},{""x"":28,""y"":10}]},{""geometry"":[{""x"":13,""y"":10},{""x"":13,""y"":32},{""x"":27,""y"":32},{""x"":27,""y"":10}]}]}",img_00002.bmp,p06,pedestrian
cjrllm41amw0s0898w76wglgg,cjrllezuwis7c0anvccj6o4h9,"{""Person"":[{""geometry"":[{""x"":43,""y"":5},{""x"":43,""y"":32},{""x"":29,""y"":32},{""x"":29,""y"":5}]},{""geometry"":[{""x"":16,""y"":61},{""x"":16,""y"":89},{""x"":2,""y"":89},{""x"":2,""y"":61}]},{""geometry"":[{""x"":43,""y"":53},{""x"":43,""y"":77},{""x"":28,""y"":77},{""x"":28,""y"":53}]},{""geometry"":[{""x"":86,""y"":108},{""x"":86,""y"":139},{""x"":105,""y"":139},{""x"":105,""y"":108}]},{""geometry"":[{""x"":126,""y"":162},{""x"":126,""y"":195},{""x"":106,""y"":195},{""x"":106,""y"":162}]},{""geometry"":[{""x"":290,""y"":14},{""x"":290,""y"":43},{""x"":274,""y"":43},{""x"":274,""y"":14}]}]}",img_00003.bmp,p06,pedestrian
